dbid		experiment	session	condition	lm_scenarios	tm_scenarios	ls_n	lt_n	ts_n	tt_n	d_n	ls_t	lt_t	ts_t	tt_t	d_t	draw_t	totalTime	TOTAL_T_M	LM_T_M	TM_T_M	D_T_M	DIFF_T_M	subject	linear_score	triangular_score	linear_time	triangular_time	score_diff	time_diff	totalScore	AGE	COUNTRY	LANGUAGE	EDUCATION	MAJOR	GENDER	PREFERENCE			
58e45d80d46cc6fa347e7ab5		reverse	hotel	4	axis	longmire	5	7	4	9	2	156511	308336	113280	348872	241982	635526	2137131	35.62	7.75	7.7	14.63	0.04	MP0MD	12	13	464847	462152	1	2695	27	20	USA	English	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45d80d46cc6fa347e7ab6		reverse	hotel	2	axis	longmire	3	3	2	0	0	125144	191630	184991	272475	62325	714793	1751730	29.2	5.28	7.62	12.95	-2.34	WJHUD	6	2	316774	457466	-4	-140692	8	22	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d80d46cc6fa347e7ab7		experiment	hotel	4	axis	longmire	4	7	4	6	1	271913	669796	282032	641646	178601	539176	2908012	48.47	15.7	15.39	11.96	0.3	4CG7N	11	10	941709	923678	-1	18031	22	21	USA	English	Third	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45d80d46cc6fa347e7ab8		experiment	hotel	2	longmire	axis	5	4	1	0	2	131371	414306	252411	401331	102042	708644	2224933	37.08	9.09	10.9	13.51	-1.8	D0YUO	9	1	545677	653742	-8	-108065	12	20	USA	Mandarin or Cantonese	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d80d46cc6fa347e7ab9		reverse	hotel	4	axis	longmire	4	5	5	9	2	112896	274399	141638	320349	188706	528603	1830937	30.52	6.45	7.7	11.96	-1.24	4NF5A	9	14	387295	461987	5	-74692	25	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d80d46cc6fa347e7aba		reverse	hotel	0	longmire	axis	5	8	2	0	1	149924	554473	405874	752630	230573	913784	3238271	53.97	11.74	19.31	19.07	-7.57	LN6PH	13	2	704397	1158504	-11	-454107	16	33	USA	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d80d46cc6fa347e7abb		experiment	hotel	4	longmire	axis	4	6	3	6	1	141257	410629	130265	238523	100622	312908	1560590	26.01	9.2	6.15	6.89	3.05	6FBAA	10	9	551886	368788	-1	183098	20	23	Iran	Other	Third	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45d80d46cc6fa347e7abc		experiment	hotel	0	axis	longmire	5	6	3	7	1	175314	321338	144328	415672	179159	757197	2343899	39.06	8.28	9.33	15.61	-1.06	K9QVH	11	10	496652	560000	-1	-63348	22	27	Korea	Other	Third	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45d80d46cc6fa347e7abd		reverse	hotel	2	longmire	axis	4	8	1	0	1	121675	341511	401617	436389	96921	582575	2281466	38.02	7.72	13.97	11.32	-6.25	S68K6	12	1	463186	838006	-11	-374820	14	19	USA	Mandarin or Cantonese	Second	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45d80d46cc6fa347e7abe		reverse	hotel	4	longmire	axis	4	9	3	10	2	156363	527035	247086	386808	95975	641044	2467272	41.12	11.39	10.56	12.28	0.83	GTEE1	13	13	683398	633894	0	49504	28	18	USA	Spanish	First	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45d80d46cc6fa347e7abf		reverse	hotel	0	longmire	axis	3	6	1	1	0	91393	382627	170700	307201	614587	645812	2455948	40.93	7.9	7.97	21.01	-0.06	HAFD2	9	2	474020	477901	-7	-3881	11	21	USA	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d80d46cc6fa347e7ac0		experiment	hotel	0	axis	longmire	5	8	2	3	1	162236	463867	359822	786651	230926	796720	3097747	51.63	10.44	19.11	17.13	-8.67	HCGK6	13	5	626103	1146473	-8	-520370	19	19	USA	English	Second	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45d80d46cc6fa347e7ac1		reverse	hotel	4	longmire	axis	5	8	4	6	2	102622	311843	144043	323224	100330	385079	1610469	26.84	6.91	7.79	8.09	-0.88	OXMZM	13	10	414465	467267	-3	-52802	25	18	USA	English	First	Natural Sciences	Female	the first one (linear			
58e45d3bd46cc6fa347e72a7		reverse	india	0	longmire	axis	4	6	1	3	0	134838	418529	303859	672016	514687	197603	2537333	42.29	9.22	16.26	11.87	-7.04	T42AO	10	4	553367	975875	-6	-422508	14	21	USA	English	Third	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45d3bd46cc6fa347e72a8		experiment	india	4	axis	longmire	5	8	5	10	1	636112	747207	200547	405701	96924	541249	2899105	48.32	23.06	10.1	10.64	12.95	SUCUA	13	15	1383319	606248	2	777071	29	21	KENYA	Other	Third	Biomedical & Health Sciences	Female	the first one (linear			
58e45d3bd46cc6fa347e72a9		experiment	india	2	axis	longmire	2	9	5	9	2	185596	310679	232005	478296	129512	869622	2433601	40.56	8.27	11.84	16.65	-3.57	M8MYD	11	14	496275	710301	3	-214026	27	19	USA	English	Second	Biomedical & Health Sciences	Female	the first one (linear			
58e45d3bd46cc6fa347e72aa		reverse	india	0	longmire	axis	5	7	5	8	1	100625	401383	165944	549435	123060	737641	2357531	39.29	8.37	11.92	14.35	-3.56	7HDR0	12	13	502008	715379	1	-213371	26	19	USA	English	Second	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45d3bd46cc6fa347e72ab		experiment	india	0	axis	longmire	4	7	5	8	2	108756	346587	148850	270036	84954	481523	1696135	28.27	7.59	6.98	9.44	0.61	HZMPX	11	13	455343	418886	2	36457	26	20	USA	English	Third	Biomedical & Health Sciences	Female	the first one (linear			
58e45d3bd46cc6fa347e72ac		experiment	india	4	axis	longmire	3	7	4	9	2	172246	388797	211507	403631	300190	611852	2349180	39.15	9.35	10.25	15.2	-0.9	SPP2M	10	13	561043	615138	3	-54095	25	19	USA	English	Second	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d3bd46cc6fa347e72ad		reverse	india	4	longmire	axis	3	7	3	7	2	131686	350850	266448	415368	115957	725246	2250600	37.51	8.04	11.36	14.02	-3.32	TW6BB	10	10	482536	681816	0	-199280	22	22	USA	English	Fourth	Humanities	Female	the second one (triangular)			
58e45d3bd46cc6fa347e72ae		experiment	india	4	longmire	axis	5	7	2	8	0	137465	440943	215470	228250	235635	685612	2241066	37.35	9.64	7.4	15.35	2.24	1BZ30	12	10	578408	443720	-2	134688	22	20	USA	English	Third	Biomedical & Health Sciences	Female	the first one (linear			
58e45d3bd46cc6fa347e72af		experiment	india	0	axis	longmire	5	8	3	7	2	188218	438048	242908	612679	123198	442394	2300970	38.35	10.44	14.26	9.43	-3.82	S3UR3	13	10	626266	855587	-3	-229321	25	18	USA	English	First	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45d3bd46cc6fa347e72b0		reverse	india	0	axis	longmire	5	5	2	2	2	172455	455471	202943	465598	138524	466000	2063665	34.39	10.47	11.14	10.08	-0.68	1KNSY	10	4	627926	668541	-6	-40615	16	21	india	English	Fourth	Biomedical & Health Sciences	Female	the first one (linear			
58e45d3bd46cc6fa347e72b1		reverse	india	4	longmire	axis	4	8	4	10	1	128961	398548	212210	398232	184281	478396	2067321	34.46	8.79	10.17	11.04	-1.38	O0XHK	12	14	527509	610442	2	-82933	27	20	USA	English	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45d3bd46cc6fa347e72b2		experiment	india	3	longmire	axis	3	6	1	8	2	102723	306229	199101	206941	97398	500469	1636360	27.27	6.82	6.77	9.96	0.05	QVNGE	9	9	408952	406042	0	2910	20	21	Korea	Other	Third	Biomedical & Health Sciences	Male	the second one (triangular)			
58e45d3bd46cc6fa347e72b3		experiment	india	4	axis	longmire	4	8	4	8	2	137844	296302	132133	314176	158155	627882	1906739	31.78	7.24	7.44	13.1	-0.2	XEW4X	12	12	434146	446309	0	-12163	26	20	USA	English	Third	Biomedical & Health Sciences	Female	the first one (linear			
58e45d3bd46cc6fa347e72b4		experiment	india	3	axis	longmire	5	7	4	6	1	155946	409083	193834	648751	154674	495669	2349107	39.15	9.42	14.04	10.84	-4.63	HNVWH	12	10	565029	842585	-2	-277556	23	20	China	Mandarin or Cantonese	Third	Math or Computer Sciences	Female	the first one (linear			
58e45d3bd46cc6fa347e72b5		experiment	india	3	axis	longmire	4	8	4	8	1	287843	486599	189126	470181	115146	1319787	3173189	52.89	12.91	10.99	23.92	1.92	55QTL	12	12	774442	659307	0	115135	25	20	China	Mandarin or Cantonese	Second	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d3bd46cc6fa347e72b6		reverse	india	4	axis	longmire	4	7	5	8	1	134890	291658	125992	436999	114439	698398	2070209	34.5	7.11	9.38	13.55	-2.27	JXWJP	11	13	426548	562991	2	-136443	25	20	USA	English	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45d3bd46cc6fa347e72b7		experiment	india	0	longmire	axis	4	8	1	0	2	92206	417764	446999	399195	120206	387212	2061037	34.35	8.5	14.1	8.46	-5.6	GHT14	12	1	509970	846194	-11	-336224	15	23	VIETNAM	Other	Fourth	Biomedical & Health Sciences	Male	the first one (linear			
58e45d3bd46cc6fa347e72b8		reverse	india	4	axis	longmire	3	2	1	0	0	178687	230618	121793	248635	14107	631532	1646268	27.44	6.82	6.17	10.76	0.65	82SJ2	5	1	409305	370428	-4	38877	6	24	USA	English	Fourth	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45d3bd46cc6fa347e72b9		reverse	india	4	longmire	axis	4	5	4	6	0	118970	382667	181639	218406	73759	191704	1346061	22.43	8.36	6.67	4.42	1.69	F8PZP	9	10	501637	400045	1	101592	19	20	Pakistan	Other	Third	Biomedical & Health Sciences	Female	the first one (linear			
58e45d3bd46cc6fa347e72ba		experiment	india	2	longmire	axis	5	8	4	8	2	139503	424732	129143	236706	77390	462301	1763772	29.4	9.4	6.1	8.99	3.31	J7RKX	13	12	564235	365849	-1	198386	27	19	USA	English	Second	Engineering	Female	the second one (triangular)			
58e45d3bd46cc6fa347e72bb		experiment	india	3	axis	longmire	5	8	3	9	1	232370	548430	168997	591422	174582	702513	2786895	46.45	13.01	12.67	14.62	0.34	XKUQ9	13	12	780800	760419	-1	20381	26	24	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d3bd46cc6fa347e72bc		experiment	india	2	axis	longmire	3	3	1	2	2	118641	196159	105441	287356	339818	83022	1361200	22.69	5.25	6.55	7.05	-1.3	5KVW9	6	3	314800	392797	-3	-77997	11	23	Canada	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45d3bd46cc6fa347e72bd		experiment	india	2	axis	longmire	4	7	4	10	1	198305	278705	110380	256096	141097	331389	1531107	25.52	7.95	6.11	7.87	1.84	VEL2Z	11	14	477010	366476	3	110534	26	21	USA	English	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45d3bd46cc6fa347e72be		experiment	india	0	axis	longmire	4	8	4	7	2	91563	223213	112402	311187	354600	22084	1314584	21.91	5.25	7.06	6.28	-1.81	N0V08	12	11	314776	423589	-1	-108813	25	18	USA	Other	First	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45ca4d46cc6fa347e6b36		experiment	juliet	1	longmire	axis	4	8	2	7	0	229869	696819	390231	411375	96728	1140003	3392647	56.54	15.44	13.36	20.61	2.08	GFNM7	12	9	926688	801606	-3	125082	21	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45ca4d46cc6fa347e6b37		reverse	juliet	1	longmire	axis	3	5	1	8	1	178536	660824	418439	566365	320900	720050	3320006	55.33	13.99	16.41	17.35	-2.42	9W7JK	8	9	839360	984804	1	-145444	18	21	USA	Spanish	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45ca4d46cc6fa347e6b38		reverse	juliet	1	axis	longmire	4	9	5	9	2	168144	402121	226549	462132	135023	648899	2494900	41.58	9.5	11.48	13.07	-1.97	DEV73	13	14	570265	688681	1	-118416	29	22	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45ca4d46cc6fa347e6b39		experiment	juliet	1	axis	longmire	4	4	2	1	1	201956	283321	271308	383760	1314862	120548	3019869	50.33	8.09	10.92	23.92	-2.83	O1MDT	8	3	485277	655068	-5	-169791	12	25	USA	English	Other	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45ca4d46cc6fa347e6b3a		experiment	juliet	1	longmire	axis	5	6	4	6	0	198928	554063	229781	361232	297090	638257	2755243	45.92	12.55	9.85	15.59	2.7	HO8HO	11	10	752991	591013	-1	161978	21	21	USA	Spanish	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45ca4d46cc6fa347e6b3b		experiment	juliet	1	longmire	axis	3	7	1	0	2	175584	408531	313149	475448	119353	670308	2672833	44.55	9.74	13.14	13.16	-3.41	RQMEB	10	1	584115	788597	-9	-204482	13	22	USA	English	Fourth	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45ca4d46cc6fa347e6b3c		experiment	juliet	1	axis	longmire	4	9	5	8	2	162000	388031	309255	397459	149655	858012	2727296	45.45	9.17	11.78	16.79	-2.61	YOK7W	13	13	550031	706714	0	-156683	28	20	China	Mandarin or Cantonese	Second	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45ca4d46cc6fa347e6b3d		experiment	juliet	4	longmire	axis	5	6	5	8	2	138618	444919	322659	378120	143183	490735	2196339	36.61	9.73	11.68	10.57	-1.95	VOQB1	11	13	583537	700779	2	-117242	26	23	USA	Other	Third	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45ca4d46cc6fa347e6b3e		reverse	juliet	1	longmire	axis	4	7	4	10	1	126626	484582	224977	363836	822870	108989	2585302	43.09	10.19	9.81	15.53	0.37	STLX2	11	14	611208	588813	3	22395	26	20	USA	English	Second	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45ca4d46cc6fa347e6b3f		reverse	juliet	1	longmire	axis	4	8	3	7	2	153865	406791	279249	379178	110296	756719	2521189	42.02	9.34	10.97	14.45	-1.63	G377V	12	10	560656	658427	-2	-97771	24	20	USA	English	Second	Math or Computer Sciences	Male	the second one (triangular)			
58e45ca4d46cc6fa347e6b40		experiment	juliet	1	axis	longmire	5	7	4	8	2	185368	420502	193378	381328	140760	676042	2417716	40.3	10.1	9.58	13.61	0.52	9RMN6	12	12	605870	574706	0	31164	26	22	USA	Other	Fourth	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45ca4d46cc6fa347e6b41		experiment	juliet	1	axis	longmire	5	7	3	9	2	169680	311360	186874	463327	142145	633295	2304395	38.41	8.02	10.84	12.92	-2.82	3L53C	12	12	481040	650201	0	-169161	26	21	USA	Mandarin or Cantonese	Fourth	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45ca4d46cc6fa347e6b42		experiment	juliet	4	axis	longmire	5	5	5	10	2	198575	369617	198930	309095	121029	932186	2500420	41.67	9.47	8.47	17.55	1	2610Q	10	15	568192	508025	5	60167	27	19	USA	English	Second	Biomedical & Health Sciences	Female	the first one (linear			
58e45ca4d46cc6fa347e6b43		reverse	juliet	1	longmire	axis	4	7	1	0	1	103059	296772	266306	432231	86869	361421	1925179	32.09	6.66	11.64	7.47	-4.98	ZR1KM	11	1	399831	698537	-10	-298706	13	21	USA	Mandarin or Cantonese	Fourth	Biomedical & Health Sciences	Male	the first one (linear			
58e45ca4d46cc6fa347e6b44		experiment	juliet	4	axis	longmire	4	9	5	9	1	129734	363423	88798	376048	182197	962735	2499532	41.66	8.22	7.75	19.08	0.47	M3AYQ	13	14	493157	464846	1	28311	28	21	Canada	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45ca4d46cc6fa347e6b45		reverse	juliet	1	axis	longmire	4	9	5	8	2	127547	245656	118415	217142	162691	441470	1694999	28.25	6.22	5.59	10.07	0.63	0YH05	13	13	373203	335557	0	37646	28	19	China	English	Second	Biomedical & Health Sciences	Female	the first one (linear			
58e45ca4d46cc6fa347e6b46		experiment	juliet	1	longmire	axis	4	4	1	2	1	160536	427708	209748	317492	533224	297401	2323129	38.72	9.8	8.79	13.84	1.02	QP9F4	8	3	588244	527240	-5	61004	12	21	China	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45ca4d46cc6fa347e6b47		experiment	juliet	1	longmire	axis	3	4	2	8	1	181805	370971	220025	234185	80766	837224	2274602	37.91	9.21	7.57	15.3	1.64	C7Q4N	7	10	552776	454210	3	98566	18	19	USA	English	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45ca4d46cc6fa347e6b48		reverse	juliet	1	axis	longmire	5	10	3	8	1	127347	425079	154618	412803	81648	671040	2199332	36.66	9.21	9.46	12.54	-0.25	ZRVFN	15	11	552426	567421	-4	-14995	27	20	USA	English	Second	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45ca4d46cc6fa347e6b49		experiment	juliet	1	axis	longmire	4	6	5	8	2	247392	508587	270021	625509	236975	621256	2976392	49.61	12.6	14.93	14.3	-2.33	7VJSF	10	13	755979	895530	3	-139551	25	18	USA	Spanish	First	Biomedical & Health Sciences	Male	the first one (linear			
58e45ca4d46cc6fa347e6b4a		experiment	juliet	4	longmire	axis	5	5	2	4	0	210584	420701	206351	583291	208092	505511	2476244	41.27	10.52	13.16	11.89	-2.64	KAT2Z	10	6	631285	789642	-4	-158357	16	20	USA	English	Second	Fine Arts	Male	the first one (linear			
58e45ca4d46cc6fa347e6b4b		experiment	juliet	4	axis	longmire	5	5	4	7	1	179064	381512	150986	309167	458601	304778	2173682	36.23	9.34	7.67	12.72	1.67	NEVPT	10	11	560576	460153	1	100423	22	18	China	Mandarin or Cantonese	First	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45ca4d46cc6fa347e6b4c		experiment	juliet	4	axis	longmire	3	6	5	8	0	191884	400683	131897	302002	45962	586012	2030201	33.84	9.88	7.23	10.53	2.64	OWMTU	9	13	592567	433899	4	158668	22	21	USA	English	Fourth	Biomedical & Health Sciences	Male	the second one (triangular)			
58e45ca4d46cc6fa347e6b4d		reverse	juliet	1	longmire	axis	3	6	1	5	1	132713	319069	299984	349229	177510	852973	2490905	41.52	7.53	10.82	17.17	-3.29	GFLB2	9	6	451782	649213	-3	-197431	16	20	USA	English	Third	Social Sciences (incl. CogSci)	Male	the first one (linear			
58e45ca4d46cc6fa347e6b4e		experiment	juliet	4	longmire	axis	3	5	4	7	0	91474	437635	216247	290660	160019	182989	1718210	28.64	8.82	8.45	5.72	0.37	4UBJB	8	11	529109	506907	3	22202	19	22	USA	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c5cd46cc6fa347e637b		experiment	kilo	1	longmire	axis	5	7	2	8	1	188644	538358	273269	424650	175483	1752394	3647145	60.79	12.12	11.63	32.13	0.48	WS8KM	12	10	727002	697919	-2	29083	23	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c5cd46cc6fa347e637c		experiment	kilo	1	longmire	axis	5	9	1	1	2	185641	663855	403242	1205815	113099	432754	3344981	55.75	14.16	26.82	9.1	-12.66	41M35	14	2	849496	1609057	-12	-759561	18	21	USA	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c5cd46cc6fa347e637d		experiment	kilo	1	longmire	axis	4	5	3	8	1	133223	422789	321157	413589	155423	1328269	3125846	52.1	9.27	12.25	24.73	-2.98	UXLVN	9	11	556012	734746	2	-178734	21	19	USA	English	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c5cd46cc6fa347e637e		reverse	kilo	4	longmire	axis	5	4	4	7	2	127910	468169	241545	544601	223633	940562	3002546	50.04	9.93	13.1	19.4	-3.17	4GZS0	9	11	596079	786146	2	-190067	22	23	USA	English	Third	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45c5cd46cc6fa347e637f		reverse	kilo	1	axis	longmire	5	9	5	9	2	166548	377520	185782	300305	255645	1215357	2846428	47.44	9.07	8.1	24.52	0.97	TZF8P	14	14	544068	486087	0	57981	30	19	USA	English	First	Humanities	Male	the second one (triangular)			
58e45c5cd46cc6fa347e6380		experiment	kilo	1	longmire	axis	5	6	3	6	1	126416	336121	227191	278381	146862	546478	2626072	43.77	7.71	8.43	11.56	-0.72	0CDY7	11	9	462537	505572	-2	-43035	21	21	China	Mandarin or Cantonese	Fourth	Biomedical & Health Sciences	Female	the first one (linear			
58e45c5cd46cc6fa347e6381		experiment	kilo	4	longmire	axis	3	9	5	8	2	193291	495511	226208	354735	191465	837147	2675464	44.59	11.48	9.68	17.14	1.8	5AW04	12	13	688802	580943	1	107859	27	22	USA	Spanish	Fifth	Natural Sciences	Female	the second one (triangular)			
58e45c5cd46cc6fa347e6382		experiment	kilo	1	longmire	axis	5	9	3	7	1	180863	478601	291921	298843	208930	782729	2589673	43.16	10.99	9.85	16.53	1.15	Q3T3X	14	10	659464	590764	-4	68700	25	20	USA	Mandarin or Cantonese	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c5cd46cc6fa347e6383		reverse	kilo	4	axis	longmire	4	8	3	9	2	191285	421053	187092	410753	122940	764273	2479884	41.33	10.21	9.96	14.79	0.24	YNWL4	12	12	612338	597845	0	14493	26	20	China	Mandarin or Cantonese	Second	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45c5cd46cc6fa347e6384		experiment	kilo	4	axis	longmire	5	7	5	7	2	154085	319859	136542	505005	77657	735756	2243420	37.39	7.9	10.69	13.56	-2.79	45B1U	12	12	473944	641547	0	-167603	26	19	United Arab Emirates	Other	Third	Math or Computer Sciences	Female	the first one (linear			
58e45c5cd46cc6fa347e6385		reverse	kilo	1	axis	longmire	4	6	2	2	0	162938	243100	184022	389819	143745	917402	2455700	40.93	6.77	9.56	17.69	-2.8	XV5ZB	10	4	406038	573841	-6	-167803	14	19	USA	Spanish	Second	Fine Arts	Female	the first one (linear			
58e45c5cd46cc6fa347e6386		reverse	kilo	1	longmire	axis	4	4	1	0	0	132637	328279	177692	227298	88791	41493	1255624	20.93	7.68	6.75	2.17	0.93	S0MEG	8	1	460916	404990	-7	55926	9	20	USA	English	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c5cd46cc6fa347e6387		experiment	kilo	4	longmire	axis	4	9	4	8	2	150145	369518	161814	386488	120146	719030	2264896	37.75	8.66	9.14	13.99	-0.48	T263H	13	12	519663	548302	-1	-28639	27	18	USA	English	First	Humanities	Female	the second one (triangular)			
58e45c5cd46cc6fa347e6388		experiment	kilo	1	axis	longmire	5	8	4	5	0	178824	396969	216335	805649	111163	808283	2971188	49.52	9.6	17.03	15.32	-7.44	QQDWJ	13	9	575793	1021984	-4	-446191	22	21	USA	English	Third	Social Sciences (incl. CogSci)	Other	the first one (linear			
58e45c5cd46cc6fa347e6389		reverse	kilo	1	longmire	axis	4	8	0	1	1	125567	386696	214321	312562	171826	785545	2290033	38.17	8.54	8.78	15.96	-0.24	4P4ZR	12	1	512263	526883	-11	-14620	14	21	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c5cd46cc6fa347e638a		reverse	kilo	1	longmire	axis	4	7	4	5	1	139217	507482	231132	311977	156390	431875	2200341	36.67	10.78	9.05	9.8	1.73	N7XN2	11	9	646699	543109	-2	103590	21	21	USA	English	Fourth	Biomedical & Health Sciences	Female	the second one (triangular)			
58e45c5cd46cc6fa347e638b		reverse	kilo	1	axis	longmire	4	6	5	9	2	141417	270184	143488	408931	115266	625665	2057688	34.29	6.86	9.21	12.35	-2.35	13P8A	10	14	411601	552419	4	-140818	26	19	USA	English	First	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c5cd46cc6fa347e638c		experiment	kilo	4	longmire	axis	4	9	5	8	2	157513	531920	200192	388854	182757	1495642	3190358	53.17	11.49	9.82	27.97	1.67	G56GO	13	13	689433	589046	0	100387	28	18	USA	English	First	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45c5cd46cc6fa347e638d		experiment	kilo	4	axis	longmire	3	5	2	9	0	155720	371870	138626	490572	197278	538755	2185049	36.42	8.79	10.49	12.27	-1.69	CMXGY	8	11	527590	629198	3	-101608	19	21	USA	Spanish	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c5cd46cc6fa347e638e		experiment	kilo	1	longmire	axis	5	6	5	6	1	139589	459197	195076	405041	111210	765351	2377095	39.62	9.98	10	14.61	-0.02	YJN84	11	11	598786	600117	0	-1331	23	18	Canada	Mandarin or Cantonese	First	Natural Sciences	Female	the first one (linear			
58e45c5cd46cc6fa347e638f		reverse	kilo	4	longmire	axis	5	8	3	9	2	98211	378950	158948	289614	137147	502802	1883856	31.4	7.95	7.48	10.67	0.48	4S72Y	13	12	477161	448562	-1	28599	27	18	USA	English	First	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45c5cd46cc6fa347e6390		experiment	kilo	1	longmire	axis	4	9	1	0	1	116961	303409	237318	320048	131706	758173	2164700	36.08	7.01	9.29	14.83	-2.28	83WD2	13	1	420370	557366	-12	-136996	15	21	China	Mandarin or Cantonese	Third	Biomedical & Health Sciences	Female	the first one (linear			
58e45c5cd46cc6fa347e6391		reverse	kilo	1	axis	longmire	4	5	5	8	2	139800	335541	139346	403998	209894	620815	2151051	35.85	7.92	9.06	13.85	-1.13	V37VJ	9	13	475341	543344	4	-68003	24	19	Korea	Other	First	Social Sciences (incl. CogSci)	Male	the second one (triangular)			
58e45c5cd46cc6fa347e6392		reverse	kilo	1	longmire	axis	5	7	4	7	1	117052	447765	196095	280265	152519	531376	2100668	35.01	9.41	7.94	11.4	1.47	XX3HL	12	11	564817	476360	-1	88457	24	20	USA	Spanish	Second	Engineering	Male	the second one (triangular)			
58e45c5cd46cc6fa347e6393		reverse	kilo	1	longmire	axis	4	5	1	0	2	78280	288559	357386	397239	106537	491972	2000882	33.35	6.11	12.58	9.98	-6.46	GQ13P	9	1	366839	754625	-8	-387786	12	19	USA	English	First	Fine Arts	Female	the first one (linear			
58e45c5cd46cc6fa347e6394		experiment	kilo	4	longmire	axis	4	9	3	7	0	132766	337178	144264	388913	164748	111306	1625400	27.09	7.83	8.89	4.6	-1.05	7UDVY	13	10	469944	533177	-3	-63233	23	22	USA	English	Fourth	Social Sciences (incl. CogSci)	Female	the second one (triangular)			
58e45c5cd46cc6fa347e6395		experiment	kilo	1	axis	longmire	4	6	4	9	1	327089	543862	335159	473570	817854	121913	3146162	52.44	14.52	13.48	15.66	1.04	R70BB	10	13	870951	808729	3	62222	24	19	China	Mandarin or Cantonese	First	Natural Sciences	Male	the second one (triangular)			
58e45c5cd46cc6fa347e6396		experiment	kilo	1	longmire	axis	4	6	0	8	2	105831	258747	251368	389793	142568	456845	1983799	33.06	6.08	10.69	9.99	-4.61	220F7	10	8	364578	641161	-2	-276583	20	18	USA	Spanish	First	Humanities	Female	the first one (linear			
58e45c2bd46cc6fa347e5ae4		experiment	lima	1	longmire	axis	4	3	1	3	0	182273	584583	630185	545670	1390182	291427	3967033	66.12	12.78	19.6	28.03	-6.82	40XZB	7	4	766856	1175855	-3	-408999	11	25	USA	Other	Third	Social Sciences (incl. CogSci)	Female	the first one (linear			
58e45c2bd46cc6fa347e5ae5		reverse	lima	1	axis	longmire	2	3	3	4	1	171843	461452	271822	494431	1214616	138672	3062240	51.04	10.55	12.77	22.55	-2.22	SL5GG	5	7	633295	766253	2	-132958	13	20	USA	English	Third	Biomedical & Health Sciences	Female	the first one (linear			
